str_yes|是
str_npc6_backstory_a|{reg59?女士:先生} ，我本该死的，但是现在我还活着，那些本应活着的人却死了。回想起那艘把我带到北方的船，沃登里克号，那是我的家，我的家人也在船上。所以当维京人攻来时，我拿起了我的剑，我的盾，誓死保卫我的家人。^^坎塔布里亚人都是基督徒，但是我们中的一些人仍然记得那些古老的众神。特别是艾露丁，在战斗中指引我们，而每当我挥起手中剑时，我也会呐喊他的名字。
str_npc7_backstory_a|我幸运？你可以那样说。
str_npc8_backstory_a|啊。好的，如果你一定要知道，我会告诉你的。周围没有多少人会听雷因哈德的。
str_npc9_backstory_a|致上我最卑微的歉意。有时要在这昏暗又充满烟尘的地方认出一个人还真不容易。我到现在都不能相信自己竟然在这样一个地方安家落户。
str_npc10_backstory_a|这是个很长的故事，但是你能喝一杯的话，我将很愿意谈谈它。
str_npc11_backstory_a|冷静，{reg59?我的美人:帅哥} 。心怀感激是明智的，请允许我自我介绍。我的名字是苏维格·奥拉夫杜缇。我不只是一个女人，我也是一个吟游诗人。
str_npc12_backstory_a|既然我们的道路交叉在一起了，我想现在是时候正式的自我介绍了。我是来自奥丁斯弗的阿斯比恩，我是一个大夫，一个在法兰克浪费了些许时日的单纯医生，几个月前才回到丹麦。
str_npc13_backstory_a|很好，我不介意，我叫海尔吉，丹麦人和奴隶的杀手。
str_npc14_backstory_a|你不知道？那么或许你听说过我的战马，像一束月光一样横穿原野？或者我的剑，染过高贵的海伯利亚王子之血的宝剑？
str_npc15_backstory_a|让我介绍下自己。我是一个工程师，专门研究防御工事的精髓。如果你需要推倒一堵城墙，你会需要我。如果你需要原地重建一堵城墙，你也会需要我——但是那会花费多一点点时间和钱。
str_npc16_backstory_a|对不起，{reg59?女士:先生}……我是神的仆人，基督的牧师。你是{playername}……
str_npc1_backstory_b|我本人是一个很厉害的追踪者。实际上，我是这里最好的追踪者，当我们离开洞穴时，我的特长总能保护我的家人。让我加入你们吧，我父亲非常感激你。
str_npc2_backstory_b|我是霍里克国王的儿子，但不是合法的的儿子。国王喜欢漂亮的女人，而且，好吧，他在他妻子的侍女中遇到了我的母亲。我想，这才有了我吧。我在里伯度过了幸福的童年，但是不久后，国王把我送去和他的一个侍卫一起住。这人强硬又暴力。他坚持教我如何使用矛，剑和盾。他不允许我喝蜂蜜酒，也不许我常和女孩们在一起。你能相信有谁会遭受如此痛苦吗？
str_npc3_backstory_b|我曾住在道琴嘉这个小村子里。我那时很幸福。我的父亲索里克，在我母亲死后非常关心我。但是，有一天，肯尼莫的雅尔来到了我们的村子，看到了我。他，该死的他，强迫我父亲把我送到他家，给他妻子做女仆。他承诺会尊重我，但是他撒谎了。我不想说起这些……好吧，自从那之后，我变成了一个真正的奴隶。我不得不把身子给了他和他的手下。
str_npc4_backstory_b|重点是，你应该知道我的名字是达里安塔的的唐察德，我是一个苏格兰人。
str_npc5_backstory_b|人们都记得，很久以来我的家族跟附近的另一个家族是世仇。双方都有许多人在战斗中死去，包括我的两个兄弟。科努比亚的国王命令我们停止争端。但是我知道我的权利，而且我兄弟们的血债迫切需要报复。我在群山中的一条小路上伏杀了一个敌人，当晚我就从家里逃走了，走之前甚至没跟我父亲告一声别。后来别人告诉我，国王驱逐了我，并剥夺了我的贵族权利。我现在是一个在世间游荡的罪人，永远从我的家乡和亲戚中被驱逐了。
str_npc6_backstory_b|我不是个傻瓜，我知道我们输掉了战斗，我们寡不敌众，他们装备精良，但是我请求艾露丁让我在去天堂前尽可能的多杀些敌人。而且或许我的牺牲能使得其他人逃走或者让维京人害怕。但是这些维京人久经沙场，毫不动摇。当他们六个人围攻我时，他们的其他同伴们攻陷了沃登里克号，并杀死了每一个阻挡他们的人……
str_npc7_backstory_b|我衰透了，一个愚蠢的皮克特军阀命令我在晚上侦查一个树林。我衰到敌人正好设了埋伏，兵力远大于我们那几个烂人。衰到正好只有我一个在死人堆里跑了，衰到军事法庭认为我犯了叛国罪，害得我在当晚逃出营地。衰到让我不得不在这儿跟你说这些。
str_npc8_backstory_b|在这儿没有几个人愿意听老雷因哈德的话。我来自杜里斯特，虽然生活不是那么如意，但是我仍然感到幸福直到两年前我的妻子和两个孩子死于一场不知名的瘟疫。你知道么，我拥有一块地，但是我把它卖了，因为它时时刻刻让我想起他们，现在我是个醉鬼和蠢蛋，没有人愿意接近我……嗯，直到你径直向我走来。
str_npc9_backstory_b|我是一个法兰克人，我是长子，我父亲庄园的继承人，也是他最勇猛的战士。但我母亲死后我父亲续弦了，他的新欢认为她儿子才应该是继承人。她本来没和我明着干，但第二天我把本来应该给我吃的一罐牛油喂了我的一头猎犬，结果它蹬腿了。于是我指控这是我继母干的，但我父亲，正和她如胶似漆，根本不相信我，于是让我滚出他的视线。
str_npc10_backstory_b|我是一名撒克逊战士，我的一生都在和不列颠人及麦西亚人战斗。这片土地是我们的，他们没有权利把我们撒克逊人赶出不列颠尼亚。他们的狂妄和憎恨妨碍了这块土地统一在一个国王之下。我已经看到了它的前途，只有一个撒克逊统治者，或者，至少是一个不能容忍那些人的狂妄的人，才能给这片土地带来真正的和平。
str_npc11_backstory_b|从你的表情可以看出，你根本不知道我在说什么。好吧，我得承认没有多少人喜欢我，在丹麦这儿喜欢我的人还没在我家乡挪威多。所以，你得明白，一个女吟游诗人同时也选择了习武的人生。还有诗歌，诗歌和战争来自同样的冲动。
str_npc12_backstory_b|在我回奥丁斯弗的路上，我在里伯着陆，并在那呆了几个月，服务那儿的精英阶层——也许没那么精英。我想我的服务为我赢得了足够的威望来被传唤到几天前举行的国会会议。
str_npc13_backstory_b|我是西斯帕里斯公爵的次子，来自西班牙大陆。我是一个哥特战士，或许你会歧视我。我在不列颠大陆上寻找财富和荣耀。我懂得如何把一个分不清剑刃剑把的农民训练成一个懂得战争艺术的战士。不幸的是，{s20} 的领主根本不懂得他的手下是一些土匪而不是军队，我告诉他他的军队需要训练，但是他更本不肯听。所以，现在我在寻觅另一个需要我服务的人。
str_npc14_backstory_b|我是一名职业战士。不过你也许曾经听说过我作为诗人的名声，即使是最冷冰冰的少女也会为我而陶醉。或者我床上功夫王的名气，这一点我得承认要对我的技术保持适当的谦虚。我承认我对不列颠及爱尔兰的朴素情感，最近几年我访问了各处城镇，城堡，和村庄，充分发挥着我的才干。
str_npc15_backstory_b|哦，我是个不幸的人。我来自遥远的君士坦丁堡……也许你听过瓦兰吉人称呼它为米利加德。几年前，他们中的一群人绑架我到这，遥远的北方。他们把我作为奴隶卖给霍达兰的首领。我为他工作了许多年，直到前段时间我攒到足够的钱赎回自由。
str_npc16_backstory_b|我来到了神圣的教堂，并成为了一名牧师。我相信即使是那些最强悍冷酷的战士心中也有耶稣的立足之处，而上帝可以通过信念把力量灌注到高举着盾牌迎击敌人的兄弟们
str_npc1_backstory_c|对我来说，我只能说，我愿意旅游去看看世界。你可以给我这个机会，我很高兴，当我的父亲问我的兄弟和我谁会偿还他的债务，我站了出来。
str_npc2_backstory_c|现在我担任霍里克国王的警卫，我不是特别高兴，因为即使我再努力的工作，旁边的人也只会认为我获得这个职位只因为我是个国王的私生子。
str_npc3_backstory_c|我迫切的想要逃跑，要是我能开始一个新的自由生活。。。。^^你可以带走我吗？我能帮助护理战士的伤口。如果这也能再次给予我自由，我也可以作为一个战士为你战斗。你是否愿意带走我，{reg59?女士:先生}?
str_npc4_backstory_c|另一个重要的事情是，我不喜欢对抗皮克特人。是的，我知道我的族人被阿尔班统治，但是这不代表他们可以被称做人。我们是骄傲的盖尔人，不是那些老鼠。
str_npc5_backstory_c|所以，作为一个被抢走遗产的男人，任何能用我的剑谋生的机会我都不会放过。
str_npc6_backstory_c|我看到所有的人都倒下了：指挥官，水手们，保护船只的弓箭手们。。。我以为我死了直到我在维京人的船上醒来，手脚都被绑上了，我成为俘虏了，但是感谢神，我逃脱了。^^我在艾露丁之前只是个可怜的家伙，应该是我死去而别人存活。现在我只为救赎而活。
str_npc7_backstory_c|但是我不会就此认命，陌生人，还有其她不列颠及爱尔兰的女人。这个国家像潭死水，充满污秽，那些猴子和豺狼不会看到杀尽可恨的敌人那天。对此，追踪者和猎人的方式比愚蠢战士的方式更有效。
str_npc8_backstory_c| “蠢货雷因哈德”，这儿的一些人这样叫我。胡扯，我根本不应该出现在这儿。
str_npc9_backstory_c|我希望用剑来报效哪个值得追随的领主，这是生在他乡的人唯一有尊严的职业。但现在，我却只能被通缉，和路上的小偷、无赖、奸商和其他贱民睡在一起。
str_npc10_backstory_c|现在，如果我找到这样的人，我会很高兴在他队伍里效劳。
str_npc11_backstory_c|最重要的事情是我在前几天跟踪和研究了你，现在我选择加入你。我相信你有个光明的前途。如果我的直觉是正确的，我想分享你的幸运。
str_npc12_backstory_c|事实是，我对这么快回到奥丁斯弗没有兴趣，因为我还年轻，有很多的机会去其他地方旅行，学习更多的东西，所以诺伦指引我的命运。你需要个能救治你战士的医生，而我需要分享你的财富，金币的光泽闪耀在我认识的剩下的人眼中。
str_npc13_backstory_c|所以，如果你认识某个指挥官是真心希望能在战场上打胜仗的，而不是纵容他的士兵，我会很高兴你能帮我引见给他。我仍然认为本应是战士的不列颠人也许会有获胜的希望。不过，整座岛不久将变成撒克逊人的天堂。
str_npc14_backstory_c|有些东西时时提醒我——城市外面某个地方有个敌人——一个愤怒、下流、沮丧的丈夫，会突然闯进来，让我自由的命运变成泡影，也许还有他的父亲、母亲和叔叔。我不该指望你考虑帮我离开镇子，是吗？
str_npc15_backstory_c|事实是这么多年过去了，我再也没回到过君士坦丁堡。我本打算仍然呆在霍达兰首领家中，我和他儿子关系很好。但是霍达兰的首领不喜欢我和他儿子有任何关系而把我赶出去了。我看你也是个带队的队长，所以我想作为个追随者加入你，如果你同意，我会在你拥有城堡的时候发挥很大的作用。
str_npc16_backstory_c|有一天，这里将是基督徒的天下，甚至最勇猛的战士也会恐惧上帝的威力，并为自己灵魂的出路担忧——天堂，还是地狱。我的行动和言语将直达每个战士，每个不列颠人的内心，这荣耀的日子将由我带来，比每个人觉得的还要早。所以告诉我，你是不是在找个牧师，来拯救你和他们不朽的灵魂？
str_npc1_backstory_later|你怎么认为？良好的追踪者是非常重要的，对吗？
str_npc2_backstory_later|我有没有告诉过你，我不能忍受一个男的躲在储藏室制作奶酪？
str_npc3_backstory_later|肯尼莫的生活对于我来说很可怕。如果这是你来这儿的原因，{reg59?女士:先生} ？来像自从我成为奴隶的生活中其他人那样嘲弄和压榨我？
str_npc4_backstory_later|事情有点清楚了，如果现在你有兴趣招募我，我会做一切能把我从粪堆带出去独立谋生的事情。
str_npc5_backstory_later|我一直徘徊在这个饱受战争蹂躏的土地，寻找值得我追随的领袖。羞愧于我原先追随过得那些王。
