dlga_start:blocked_agent|这人看起来很忙，也许我还是继续上路的好…… 
dlga_dwyweiromance2_conversationcamp4:dwyweiromance2_conversationcamp5|我很高兴听你这么说！我猜这意味着我们在一起了，对吗？
dlga_dwyweiromance2_conversationcamp4_2:close_window|对不起，对不起，我感觉很难堪。我以为… 我错了。对不起，我不会再打搅你了，我还有事要做。
dlga_dwyweiromance2_conversationcamp5:dwyweiromance2_conversationcamp6|是的，杜威，你现在是我的女人了… 
dlga_dwyweiromance2_conversationcamp5:dwyweiromance2_conversationcamp7|不，这只是个玩笑。我对你一点兴趣都没有。
dlga_dwyweiromance2_conversationcamp6:close_window|我实在太高兴了，我爱你。我现在就把东西搬到你的帐篷去！
dlga_dwyweiromance2_conversationcamp7:close_window|玩笑？你是个混蛋！！！什么混账才会拿这种事开玩笑？滚开，我不想再看见你了。
dlga_conversation_companioncamp:reginhard1_conversationcamp1|我的朋友，你的一些手下在抱怨食物太难吃了，你想知道他们的名字吗？
dlga_reginhard1_conversationcamp1:reginhard1_conversationcamp2|我谢谢你的关心，雷因哈德。
dlga_reginhard1_conversationcamp2:reginhard1_conversationcamp3|好吧，呃…… 我知道你是慷慨的人。我相信你一定会奖励我的忠诚的…… 你知道我的意思，对吧？
dlga_reginhard1_conversationcamp3:close_window|当然，拿上这些钱，继续给我消息。
dlga_reginhard1_conversationcamp3:close_window.1|闭嘴，你这个贪心鬼。别再跟我耍花招了。
dlga_reginhard1_conversationcamp3:close_window.2|我不会亏待任何人。不要忘记这一点。
dlga_reginhard1_conversationcamp3:close_window.3|没必要。明天食物就会改善了。
dlga_conversation_companioncamp:clovis1_conversationcamp1|大人，我认为加强训练我们的士兵是很有必要的。你读过韦格蒂乌斯吗？古人们知道如何在数天之内把平凡的农夫训练成勇猛的士兵。
dlga_clovis1_conversationcamp1:clovis1_conversationcamp2|我能设法让他们加强训练。相信我，你将看到我如何把他们变成熟练的战士。
dlga_clovis1_conversationcamp2:close_window|好吧，尽管让他们咒骂，但我宁可要好结果。把这1000 先令拿去，奖励最出色的士兵吧。
dlga_clovis1_conversationcamp2:close_window.1|好主意，我任命你为武器大师。
dlga_clovis1_conversationcamp2:close_window.2|他们都累了；我不想难为他们…… 目前来说。但我很感谢你的提议。
dlga_conversation_companioncamp:ceawlin1_conversationcamp1|我想告诉你一些很重要的事情。一支队伍的领导应该是守信之人，但这些日子里当好人太难了。士兵们需要更强硬的领导者，能够在关键时刻作出艰难的决定。
dlga_ceawlin1_conversationcamp1:ceawlin1_conversationcamp2|— — 你意识到某些手下听到了这场对话— — ^^只有笨蛋才会误把慈悲当做软弱。
dlga_ceawlin1_conversationcamp2:ceawlin1_conversationcamp3|这话不错，但恐惧会让人们变成笨蛋。不要心慈手软，{playername} 。人们能够嗅到你的恐惧，就像狗一样。
dlga_ceawlin1_conversationcamp3:close_window|我感谢你的关心，但我知道如何治理我的手下。
dlga_ceawlin1_conversationcamp3:close_window.1|也许你是对的，我的朋友。我会听从你的建议。
dlga_conversation_companioncamp:ailchu1_conversationcamp1|我重新考虑了一下对于伯伦希尔的看法。也许她最终能够成为一名出色的战士。你知道为什么吗？
dlga_ailchu1_conversationcamp1:ailchu1_conversationcamp2|我在听着。
dlga_ailchu1_conversationcamp2:ailchu1_conversationcamp3|因为她可以流血一个星期，还死不了！哈，哈，哈…… 真的，她有必要留在这里吗？她的唠叨让我头疼。
dlga_ailchu1_conversationcamp3:close_window|真的，你也让我头疼。但我还是留着你…… 
dlga_ailchu1_conversationcamp3:close_window.1|如果你觉得不舒服，随时可以离开这里。
dlga_ailchu1_conversationcamp3:close_window.2|也许军旅生涯并不适合她，我会好好考虑的。
dlga_conversation_companioncamp:caio_conversationcamp1|我在你的军中游历了许多地方，遇见了许多人。之前我都没有意识到世界之大！
dlga_caio_conversationcamp1:caio_conversationcamp2|说实话，我与家人之前一直住在山洞里，只偶尔去城墙边卖货。当我去贝班伯斯时，我以为那是最宏伟漂亮的地方，但那根本无法与你我结伴而行的地方媲美。
dlga_caio_conversationcamp2:caio_conversationcamp3|还有更多的地方等着你去呢。
dlga_caio_conversationcamp2:caio_conversationcamp4|你为什么拿这事烦我？
dlga_caio_conversationcamp3:close_window|我确信世上有很多地方值得一览。我只能说，加入你的队伍真是我这辈子最明智的决定。我绝对不会再回我父母住的山洞了。
dlga_caio_conversationcamp4:close_window|呃，抱歉，让你见笑了。我明白对你而言这微不足道，但对我而言这实在是太新奇了。我不会再拿我傻里傻气的话烦你了。再会。
dlga_conversation_companioncamp:caio_morgant_conv1|我想问问你一些事情…… 
dlga_caio_morgant_conv1:caio_morgant_conv2|卡约是我见过的最蠢的男人。他总是问我最基础的东西。他对战术一窍不通，而他的无知随时会让我们身陷险境。
dlga_caio_morgant_conv2:caio_morgant_conv3|如果我得罪了你，请原谅。我只是想知道克努斯是什么。
dlga_caio_morgant_conv3:caio_morgant_conv4|— — 他更加愤怒，声音更大— — ^^你不知道吗？
dlga_caio_morgant_conv4:caio_morgant_conv5|你必须对卡约要有耐心。他是一个很有价值的人，而且学习得很快。
dlga_caio_morgant_conv4:caio_morgant_conv6|卡约，如果你还跟不上我们，就该考虑离开了。
dlga_caio_morgant_conv4:close_window|不要再拿这种蠢事烦我。
dlga_caio_morgant_conv5:close_window|感谢你的信任。
dlga_caio_morgant_conv6:close_window|我…… 理解。
dlga_conversation_companioncamp:brunhild_conversationcamp1|有时，我会梦到在道琴嘉和肯尼莫的日子。这些噩梦令我想起我身为奴隶的日子。
dlga_brunhild_conversationcamp1:brunhild_conversationcamp2|我很高兴摆脱了这一切。事实上，我恨弗里斯，踏上这片土地便勾起了我黑暗的回忆。当我们旅经弗里斯时，我希望你能容忍我。不在旅途或战斗中的话，绝大多数时候我会呆在自己的帐篷里，乖戾愠怒，不想与任何人说话。
dlga_brunhild_conversationcamp2:close_window|现在，请原谅我，但说起这令我反胃。我觉得这些过往令我无比抑郁，也许永远无法完全恢复。
dlga_conversation_companioncamp:bodo_conversationcamp1|— — 你注意到他很不耐烦，神经兮兮— — ^^嗨，{playername} 。我们一起旅行已有一段时日了，我们的友谊，至少就我而言，是真挚的。实际上，我已经多年没这么信任过别人了。
dlga_bodo_conversationcamp1:bodo_conversationcamp2|事实上，我很惊讶我们的关系如此之好。我的过去并不轻松，尤其是在这片土地的北方，我无法信任他人。但你如此轻易便赢得了我的信任，这都有些吓到我了。
dlga_bodo_conversationcamp2:bodo_conversationcamp3|信任他人是好事，博多。
dlga_bodo_conversationcamp2:bodo_conversationcamp3_2|对我来说也是如此。
dlga_bodo_conversationcamp2:bodo_conversationcamp4|保持好你的距离。对我来讲你只是个士兵。
dlga_bodo_conversationcamp3:close_window|是的，你是对的。我该更相信自己。友谊是正常的，而非危险的枷锁。谢了，我的朋友！
dlga_bodo_conversationcamp3_2:close_window|你也感觉到了？你发现了？我们都是多疑的人，太过熟悉危险与被欺骗了。我会考虑的！谢谢你抽出时间。
dlga_bodo_conversationcamp4:close_window|是的，抱歉，我一直是搞错了，但你确实让我清醒了过来。
dlga_conversation_companioncamp:bodo_2conversationcamp1|{playername} ，我们得谈谈！这很复杂，我不知该怎么说，但必须得说出来。
dlga_bodo_2conversationcamp1:bodo_2conversationcamp2|我说得明白些，我注意到了你是怎么看我的，我担心你倾心于我，我完全可以理解。我是个有魅力的男人，武艺出众且颇有将才，但我还是得警告你我是有家室的人了。我在坎塔布里亚有个妻子和十六个孩子。
dlga_bodo_2conversationcamp2:bodo_2conversationcamp3|我觉得你该停止拿蘑菇试验了，博多。我对你没兴趣。
dlga_bodo_2conversationcamp2:bodo_2conversationcamp3_2|这是真的，我很喜欢你。
dlga_bodo_2conversationcamp2:bodo_2conversationcamp4|保持距离，先生。你是个卑贱的士兵！我几乎不知道你的存在。
dlga_bodo_2conversationcamp3:close_window|你确定？这真让我吃惊，我是个真正的男人，真正的男子汉，令许多女人倾心。那么，幸运的是，我能喘口气了。
dlga_bodo_2conversationcamp3_2:bodo_2conversationcamp5|这令我困扰。你是个有魅力的女人，但你得知道我是个有妇之夫了，我对我的妻子是有责任的。我得说明白，我们之间不会发生任何事。
dlga_bodo_2conversationcamp4:close_window|是的，抱歉，我一直是搞错了，但你确实让我清醒了过来。
dlga_bodo_2conversationcamp5:close_window|我是开玩笑的。我可没喜欢你，你是个丑陋的猪猡。
dlga_bodo_2conversationcamp5:close_window.1|别担心，从现在起，我们的关系会仅限于长官与士兵。
dlga_bodo_2conversationcamp5:close_window.2|没问题，但我不会放弃你的。
dlga_conversation_companioncamp:solveig_conversationcamp1|这是我有生以来头一次，我觉得我是在真正的军队中。身为武士还外表靓丽，这从来就没对我融入男性群体有过帮助。但在这，你知道如何维持纪律，人们也尊重我。
dlga_solveig_conversationcamp1:solveig_conversationcamp2|丹麦人和挪威人，这世界总体而言也是，都对一个戎装离家，枕戈待旦的女人没什么好说法。正是因为这个原因，女吟游诗人更像是只存在于传说中。世间我这样的人很少，而很快就会彻底消失，相信我。
dlga_solveig_conversationcamp2:solveig_conversationcamp3|在我的军中，我们不区分男女，只区分出色与拙劣的武士。
dlga_solveig_conversationcamp2:solveig_conversationcamp3_2|你在这永远会得到善待。
dlga_solveig_conversationcamp2:solveig_conversationcamp4|女人，你应该呆在家陪在丈夫身边。
dlga_solveig_conversationcamp3:close_window|我明白，我也很喜欢这样。你得知道，你有个忠实的追随者，我为你的事业效忠。
dlga_solveig_conversationcamp3_2:close_window|谢谢，{playername} 。我希望一直和你在一起。
dlga_solveig_conversationcamp4:close_window|我糊涂了，你一边说你接受我加入你的部队，一边又说我该回家结婚。你一定是在开玩笑。哈！这对老苏维格是个好玩笑。
dlga_conversation_companioncamp:solveig_2conversationcamp1|{playername} ，我好喜欢你。我得说我被你迷住了。
dlga_solveig_2conversationcamp1:solveig_2conversationcamp2|如你所知道的那样，我选择了战争之路，保留着我的贞操以远离情爱与男人。这不是条容易的道路，也不是轻松的道路，但这是有其法则的，如果我打破这些，我的生命就会失去意义。我的武器即是我唯一的丈夫，我的盾即是我的家。我需要你尊重这点，否则我就得离开你的队伍。
dlga_solveig_2conversationcamp2:solveig_2conversationcamp3|我尊重这，苏维格，我也并没对你很着迷。
dlga_solveig_2conversationcamp2:solveig_2conversationcamp4|抱歉，苏维格，但我是爱上你了。
dlga_solveig_2conversationcamp3:close_window|那么，一方面遗憾是我无法抱有相应的感情，但另一方面则是很高兴能继续在你旗下效力。我需要理清这些感觉。祝你好运，朋友。
dlga_solveig_2conversationcamp4:solveig_2conversationcamp5|我明白。我们彼此相爱，但我们不能在一起。如果我妥协了，我的结局就会是被远远地拴在一个农场照顾十个孩子，而我不能容忍这样。我生来便无拘无束，要过刺激的生活。我希望享受和男人一样的自由。我觉得我最好离开。
dlga_solveig_2conversationcamp5:solveig_2conversationcamp6|别走，苏维格。我不会再提这个了，我会约束自己的。
dlga_solveig_2conversationcamp5:solveig_2conversationcamp7|是的，你最好离开。
dlga_solveig_2conversationcamp6:close_window|我也希望留下。我们不要再提这个了，也保持下距离。从现在起，我会把我的帐篷搬得尽可能地远离你。再见。
dlga_solveig_2conversationcamp7:close_window|是的，我认为这样是最妥当的。祝你好运，朋友。愿命运接纳你。
dlga_conversation_companioncamp:asbjorn_conversationcamp1|天主教教士们对末日的说法蛮有意思。这与丹麦人现在所认为的很相似。在这两种说法中，我们都不知道末日何时来临，但我们知道它终将到来。两种说法里，它都是史诗那样的大灾难，会有庞大的军队在绝望的世界中厮杀。
